id_venta,fecha,id_local,id_producto,cantidad,importe,canal,medio_pago
110023,2026-04-01,38,1485,4,155.90,Presencial,Tarjeta
91433,2026-01-23,62,1682,3,63.17,Web,Billetera
113318,2026-08-28,41,1184,6,86.93,Delivery,Efectivo
36447,2026-01-05,107,1447,-2,-161.94,presencial,Efectivo
176558,2026-07-21,92,1294,6,218.48,Delivery,Efectivo
158689,2026-01-06,57,1736,4,208.26,Presencial,Efectivo
155107,2025-09-15,52,1452,2,94.47,Delivery,Tarjeta
92943,2025-10-01,112,1724,3,114.55,Presencial,Efectivo
182708,2026-06-26,26,1346,10,146.88,Presencial,Billetera
144002,2026-03-28,87,1450,2,31.58,Presencial,Efectivo
42902,2026-02-01,113,1437,4,97.59,Web,Efectivo
173275,2025-09-04,103,1278,1,57.41,Presencial,Tarjeta
134369,2026-08-10,49,1222,2,37.91,presencial,Billetera
13920,2026-03-09,28,1606,2,37.09,Delivery,Efectivo
146761,2026-05-11,83,1794,5,312.71,Presencial,Tarjeta
107094,2025-09-09,85,1377,5,291.75,Presencial,Efectivo
114928,2026-02-28,96,1110,4,50.80,PRESENCIAL,Efectivo
34345,2026-01-07,71,1310,2,58.24,Presencial,Efectivo
78052,2025-10-14,81,1310,6,165.21,Web,Billetera
165334,2026-06-29,50,1614,5,29.30,Delivery,Tarjeta
128200,2026-07-02,68,1119,2,24.02,Presencial,Efectivo
101327,2026-06-11,28,1040,1,35.34,Web,Efectivo
76879,2026-05-18,105,1000,5,151.38,Presencial,Tarjeta
107303,2025-10-18,117,1740,1,61.77,Delivery,Efectivo
148905,2025-12-04,57,1135,1,24.55,Presencial,Tarjeta
27237,2026-03-04,99,1682,1,21.84,Presencial,Efectivo
133618,2026-01-30,47,1256,5,62.11,Presencial,Efectivo
113145,2025-11-14,46,1279,2,11.50,Delivery,Efectivo
94599,2026-01-23,32,1626,1,32.45,Presencial,Tarjeta
112858,2026-05-31,53,1441,2,58.56,Presencial,Tarjeta
154523,2026-06-02,67,1059,1,48.54,Presencial,Billetera
17196,2025-11-20,18,1307,6,422.70,Web,Efectivo
197670,2026-08-17,62,1041,1,3.83,Delivery,Billetera
125503,2026-06-02,21,1750,4,277.54,Presencial,Efectivo
91243,2026-06-25,116,1673,5,61.70,web,Tarjeta
153355,2026-03-20,19,1004,6,63.93,Presencial,Tarjeta
185051,2026-07-13,41,1717,2,44.57,Presencial,Tarjeta
146894,2025-12-11,119,1248,1,13.78,Presencial,Tarjeta
65323,2026-08-06,118,1110,6,77.07,Web,Efectivo
22973,2025-12-13,10,1073,1,58.22,Presencial,Tarjeta
27568,2025-10-16,99,1680,4,60.71,Presencial,Tarjeta
18911,2026-02-03,104,1433,3,34.47,Web,Billetera
90313,2025-12-14,2,1419,3,166.95, Presencial ,Tarjeta
129209,2025-10-21,108,1623,5,336.53,delivery,Efectivo
168616,2025-10-22,78,1490,1,12.35,Presencial,Billetera
175933,2025-11-04,36,1764,5,13.04,Web,Billetera
52089,2026-05-30,37,1128,2,19.88,Presencial,Efectivo
64229,2026-06-02,112,1054,5,39.07,Presencial,Tarjeta
25687,2025-09-28,65,1282,6,242.01,Delivery,Efectivo
66856,2026-06-23,49,1393,6,364.92,Presencial,Tarjeta
45905,2025-10-18,94,1056,4,26.98,Delivery,Efectivo
174834,2026-07-15,103,1656,5,350.59,Delivery,Tarjeta
25484,2025-11-02,34,1285,2,46.27,Presencial,Tarjeta
14561,2026-03-10,111,1760,5,124.03,Presencial,Tarjeta
1755,2026-06-22,48,1796,3,36.27,Delivery,Efectivo
187700,2025-11-03,60,1196,6,40.81,Delivery,Billetera
16260,2026-02-04,48,1459,1,11.56,Delivery,Efectivo
104426,2026-04-16,90,1272,2,,Web,Efectivo
85509,2026-08-23,14,1366,6,179.45,Presencial,Efectivo
151784,2026-03-26,27,1675,2,60.56,Presencial,Efectivo
19845,2026-03-05,118,1161,5,114.00,Presencial,Tarjeta
169257,2026-08-28,29,1255,3,18.52,Presencial,Tarjeta
141242,2026-02-15,96,1148,1,7.84,Delivery,Tarjeta
119946,2025-09-03,2,1441,4,,Presencial,Tarjeta
140697,2026-08-08,18,1366,3,83.63,Presencial,Efectivo
10396,2025-10-19,95,1041,4,15.26,Presencial,Efectivo
140894,2026-03-22,25,1556,6,54.48,Delivery,Tarjeta
110170,2026-08-30,43,1769,5,66.15,Presencial,Efectivo
63131,2026-07-24,63,1239,6,119.46,Presencial,Billetera
198231,2026-04-29,59,1025,5,46.65,Presencial,Billetera
181616,2025-11-05,60,1313,6,43.45,Presencial,Efectivo
6782,2026-05-06,75,1380,4,406.19,Presencial,Tarjeta
83699,2025-12-21,109,1352,3,105.21,Presencial,Efectivo
180157,2026-06-29,11,1340,1,33.57,Presencial,Efectivo
15039,2025-12-14,44,1783,5,124.21,Web,Tarjeta
137145,2025-09-18,49,1538,6,102.54, Presencial ,Efectivo
166199,2026-01-20,55,1750,1,68.53,Presencial,Billetera
115574,2026-07-02,59,1252,1,5.12,Web,Billetera
47705,2025-09-02,89,1003,1,15.06,Web,Efectivo
20558,2026-03-23,28,1023,6,131.41,Presencial,Efectivo
28191,2026-05-20,72,1793,3,39.91,Presencial,Efectivo
102211,2025-12-11,81,1545,5,148.07,Delivery,Efectivo
32824,2026-07-30,116,1782,2,15.08,Presencial,Efectivo
47566,2025-09-02,4,1320,3,46.88,Presencial,Tarjeta
150164,2026-06-08,76,1477,1,42.32,Delivery,Billetera
41470,2026-01-13,37,1091,5,155.29,Presencial,Efectivo
41307,2026-08-08,71,1709,1,30.23,Presencial,Tarjeta
35461,2026-03-20,53,1424,1,25.36,Presencial,Efectivo
130404,2025-09-13,2,1124,3,185.56,Presencial,Tarjeta
188249,2026-05-16,89,1644,3,31.72,Presencial,Tarjeta
9964,2026-05-20,3,1781,5,141.89,Presencial,Billetera
45849,2026-04-26,74,1391,1,36.57,Presencial,Efectivo
164136,2026-07-09,14,1462,1,28.10,Presencial,Tarjeta
171032,2026-06-13,105,1370,5,465.30,Presencial,Efectivo
135744,2026-04-22,98,1592,5,218.91,Delivery,Tarjeta
28352,2026-03-17,43,1311,6,89.38,Presencial,Efectivo
38769,2025-11-22,4,1306,1,19.61,PRESENCIAL,Tarjeta
123534,2026-08-31,107,1310,8,231.54,Presencial,Tarjeta
17352,2026-08-24,104,1319,8,207.55,Presencial,Tarjeta
98804,2025-12-14,81,1263,3,173.37,Presencial,Billetera
10105,2025-11-20,93,1603,2,,Presencial,Billetera
56151,2025-09-26,29,1038,6,445.85,Presencial,Billetera
157035,2025-12-30,66,1566,1,88.96,Presencial,Efectivo
121108,2026-07-09,92,1663,5,,Delivery,Tarjeta
2993,2025-10-05,96,1506,1,37.87,Presencial,Efectivo
76335,2026-05-21,85,1429,6,393.43,Delivery,Tarjeta
99220,2026-02-04,82,1542,4,263.56,Delivery,Billetera
117728,2025-11-29,86,1459,4,48.06,Delivery,Efectivo
154203,2026-03-08,32,1269,2,12.37,Presencial,Tarjeta
153115,2026-06-01,53,1475,1,17.72,Presencial,Efectivo
33113,2025-09-20,91,1789,2,26.83,Presencial,Tarjeta
131770,2026-04-15,36,1592,1,43.68,WEB,Tarjeta
89538,2026-04-10,28,1009,4,263.84, Presencial ,Efectivo
101749,2025-10-11,111,1599,5,69.37,Web,Tarjeta
67282,2026-01-15,119,1009,1,65.27,Presencial,Tarjeta
31320,2025-09-03,63,1576,3,147.93,Delivery,Tarjeta
117772,2026-03-07,3,1409,2,167.50,Presencial,Tarjeta
50710,2026-06-24,108,1140,4,71.07,presencial,Billetera
150859,2026-08-23,91,1724,7,271.37,Presencial,Efectivo
42583,2025-09-02,9,1534,1,8.88,Web,Billetera
24974,2026-01-02,73,1351,4,75.56,Presencial,Tarjeta
35128,2026-05-08,2,1440,6,294.63,Presencial,Tarjeta
40688,2025-12-29,43,1401,1,16.64,Web,Billetera
16277,2025-11-12,87,1751,5,175.34,Presencial,Billetera
146986,2025-12-24,12,1147,1,,Presencial,Tarjeta
161459,2026-02-03,102,1632,4,323.55,Presencial,Billetera
53925,2026-06-25,59,1233,2,14.48,Presencial,Billetera
129076,2026-01-04,80,1472,4,210.06,Presencial,Efectivo
38412,2026-01-11,25,1777,6,549.59,Presencial,Efectivo
161285,2026-07-11,84,1448,2,18.69,Presencial,Tarjeta
175221,2026-02-19,75,1537,4,115.71,Delivery,Efectivo
191579,2025-10-21,106,1270,6,69.73,Presencial,Efectivo
135755,2025-09-17,19,1231,2,86.19,Presencial,Tarjeta
91583,2026-02-20,87,1785,1,14.79,Presencial,Billetera
64372,2026-01-07,68,1312,5,38.03,Presencial,Tarjeta
83847,2025-11-03,22,1111,4,105.60,Presencial,Tarjeta
139377,2026-06-01,44,1642,1,12.40,Presencial,Efectivo
160055,2025-09-14,98,1240,4,129.93,Delivery,Tarjeta
59877,2026-06-01,95,1353,1,24.19,Web,Tarjeta
50048,2026-06-21,120,1133,6,392.30,Presencial,Efectivo
117339,2026-07-03,34,1388,5,214.32,Presencial,Billetera
100122,2025-12-09,59,1617,1,10.34,Presencial,Tarjeta
35324,2025-09-14,22,1613,3,94.20,Presencial,Billetera
36172,2026-02-02,10,1080,2,28.60,Presencial,Billetera
98912,2025-12-19,29,1282,1,39.08,Presencial,Efectivo
24522,2026-04-30,48,1755,3,75.88,Presencial,Tarjeta
5925,2026-07-30,61,1724,6,230.79,Presencial,Tarjeta
33568,2025-09-08,81,1034,5,58.30,Delivery,Tarjeta
7275,2025-11-29,22,1141,2,20.52,Presencial,Billetera
136689,2026-07-23,107,1391,8,283.45,Presencial,Billetera
98565,2026-01-18,60,1139,2,34.51,Web,Tarjeta
116972,2025-10-29,55,1141,4,42.53,Presencial,Efectivo
105379,2026-01-02,50,1670,2,,Presencial,Efectivo
59340,2025-09-05,9,1071,3,25.18,Presencial,Efectivo
62370,2026-05-07,23,1025,3,28.47,Presencial,Efectivo
46852,2025-10-20,118,1301,2,130.18,Presencial,Efectivo
196476,2025-12-24,12,1183,4,78.29,Delivery,Billetera
162685,2026-01-21,25,1680,1,16.29,Presencial,Efectivo
89638,2025-11-19,51,1174,4,85.81,Presencial,Tarjeta
173742,2026-04-03,89,1677,4,220.56,Presencial,Efectivo
199637,2026-03-24,97,1590,2,26.88,Web,Tarjeta
24492,2026-08-05,71,1600,3,106.10,Presencial,Tarjeta
35828,2025-10-09,46,1253,4,255.94,Presencial,Tarjeta
41269,2025-09-11,13,1052,5,167.26,WEB,Efectivo
66937,2025-11-18,21,1376,4,49.03,Delivery,Efectivo
47910,2026-05-19,56,1279,1,5.80,Presencial,Efectivo
81425,2026-02-22,11,1574,4,357.02,Presencial,Tarjeta
105647,2026-03-12,45,1436,3,82.69,Presencial,Efectivo
6668,2026-07-02,47,1305,5,100.18,Presencial,Tarjeta
175665,2025-12-04,108,1193,5,112.92,Presencial,Tarjeta
45434,2026-01-29,69,1470,-3,-17.04,Presencial,Tarjeta
121245,2025-11-19,100,1682,2,41.64,web,Efectivo
31310,2026-01-29,115,1517,3,247.40,Presencial,Efectivo
117551,2025-09-18,62,1471,2,84.57,Delivery,Billetera
33404,2026-07-02,16,1694,1,18.63,Presencial,Efectivo
62634,2025-09-29,19,1414,5,38.21,Delivery,Efectivo
92353,2026-01-12,98,1046,5,32.70,Presencial,Efectivo
25471,2026-08-16,115,1440,5,248.90,Delivery,Tarjeta
104418,2025-10-11,94,1050,2,84.46,Delivery,Tarjeta
199600,2025-10-11,67,1004,1,11.12,Presencial,Tarjeta
43963,2026-02-27,75,1300,1,25.76,Presencial,Efectivo
106447,2026-06-21,31,1151,4,194.98,Presencial,Efectivo
155028,2025-12-14,65,1150,1,25.96,Presencial,Efectivo
99865,2025-09-17,20,1604,2,120.01,Delivery,Billetera
174791,2026-04-20,78,1242,5,212.28,Delivery,Tarjeta
110115,2025-09-05,2,1502,4,51.29,Presencial,Tarjeta
165644,2026-05-09,81,1454,3,43.21,Delivery,Efectivo
168519,2025-09-08,61,1439,4,64.56,Presencial,Efectivo
47502,2026-08-11,63,1752,5,94.81,Presencial,Efectivo
4909,2025-11-19,85,1765,5,171.10,Presencial,Tarjeta
116932,2025-09-24,108,1065,1,20.07,Presencial,Tarjeta
173244,2025-12-26,70,1242,6,239.54,Presencial,Billetera
161977,2026-07-15,60,1163,1,25.56,Web,Efectivo
141745,2025-12-10,79,1374,5,70.21,Presencial,Efectivo
185704,2026-04-10,11,1349,4,121.26,Presencial,Tarjeta
118691,2026-01-28,45,1490,1,12.67,Presencial,Tarjeta
125876,2025-10-12,19,1558,3,173.64,Presencial,Tarjeta
46125,2025-10-25,22,1047,3,86.42,Presencial,Efectivo
151224,2025-10-18,96,1672,2,56.37,Presencial,Tarjeta
116861,2026-08-18,1,1724,9,339.85,Presencial,Efectivo
130371,2025-09-11,105,1699,3,193.45,Presencial,Efectivo
177049,2025-09-17,41,1199,6,224.54,Delivery,Billetera
325,2026-02-22,24,1581,4,134.00,Presencial,Billetera
198120,2026-08-06,109,1229,2,48.01,Presencial,Tarjeta
61508,2026-03-01,62,1477,3,134.11,Presencial,Efectivo
174963,2025-11-09,45,1728,6,207.13,Presencial,Efectivo
45089,2025-09-21,112,1215,6,158.01,Presencial,Efectivo
183925,2025-10-24,111,1455,5,25.55,Presencial,Billetera
180491,2025-11-12,35,1782,1,7.38,Presencial,Efectivo
23472,2026-01-23,2,1024,3,75.67,Delivery,Efectivo
184489,2026-02-12,4,1044,2,57.31,Presencial,Efectivo
139873,2025-10-02,88,1151,5,232.30,Presencial,Tarjeta
76624,2026-07-13,15,1123,3,117.39,Presencial,Tarjeta
20477,2025-09-15,10,1532,1,10.93,Presencial,Efectivo
131167,2026-06-07,21,1266,6,24.09,Presencial,Efectivo
35204,2025-11-12,78,1013,4,61.48,Presencial,Tarjeta
65257,2026-04-11,42,1557,4,50.39,Presencial,Tarjeta
55649,2026-01-23,96,1315,6,299.57,Delivery,Efectivo
106686,2025-10-03,55,1329,5,63.26,Presencial,Tarjeta
44248,2026-04-01,34,1721,3,27.63,Presencial,Efectivo
97001,2026-02-19,14,1752,4,78.84,Delivery,Tarjeta
33403,2026-03-16,77,1073,4,242.31,Presencial,Tarjeta
184808,2026-01-12,105,1410,3,40.20,Delivery,Efectivo
178021,2026-04-26,116,1436,-1,-27.15,Presencial,Billetera
124587,2026-06-01,17,1624,4,357.10,Presencial,Billetera
61013,2026-07-12,12,1697,1,81.82,Presencial,Efectivo
180296,2025-11-20,60,1381,1,8.83,Presencial,Tarjeta
71459,2026-01-06,7,1461,5,20.52,Presencial,Efectivo
28275,2026-07-27,77,1279,5,28.41,Delivery,Efectivo
95717,2025-12-21,11,1124,2,132.09,Delivery,Tarjeta
45668,2026-05-21,51,1014,4,268.52,Presencial,Billetera
114015,2026-07-01,76,1210,1,31.92,Presencial,Efectivo
81153,2025-11-29,33,1641,2,43.77,Presencial,Efectivo
90217,2025-12-26,35,1727,5,35.90,Presencial,Tarjeta
88852,2026-08-29,31,1511,4,176.43,Delivery,Billetera
15106,2026-08-06,76,1178,2,107.28,Delivery,Billetera
29260,2026-07-14,94,1727,3,19.81,Delivery,Efectivo
128055,2025-12-10,44,1786,6,204.03,Delivery,Billetera
177677,2026-04-13,99,1376,3,,Presencial,Tarjeta
77888,2025-11-24,61,1553,2,50.93,Presencial,Tarjeta
34857,2025-11-06,99,1428,4,29.09,Presencial,Tarjeta
170008,2025-10-06,97,1428,3,22.49,Presencial,Tarjeta
44268,2026-04-23,10,1319,6,152.94,PRESENCIAL,Efectivo
115652,2026-08-30,27,1152,4,48.21,Presencial,Efectivo
179075,2026-07-24,90,1361,4,13.73,Presencial,Tarjeta
98762,2026-01-14,112,1682,2,43.15,Presencial,Efectivo
196333,2026-07-07,88,1232,6,165.49,Delivery,Billetera
184258,2025-09-19,18,1079,2,23.60,Presencial,Billetera
130140,2026-01-12,54,1750,2,137.47,Delivery,Billetera
95622,2026-05-29,19,1480,4,47.85,Presencial,Tarjeta
24965,2026-04-23,89,1274,1,64.60,Presencial,Billetera
43458,2026-01-04,43,1637,1,17.28,Presencial,Tarjeta
140828,2026-02-18,94,1257,3,155.31,Presencial,Billetera
72392,2025-09-10,106,1427,8,282.02,Presencial,Billetera
101483,2025-10-31,100,1310,4,116.10,Presencial,Tarjeta
125525,2026-02-17,111,1681,4,57.81,Presencial,Tarjeta
4369,2025-10-13,116,1291,2,22.60,Presencial,Efectivo
107361,2026-03-20,77,1356,1,17.99,Delivery,Billetera
57744,2026-07-16,43,1505,3,42.10,Presencial,Efectivo
3242,2026-01-24,57,1484,2,16.86,DELIVERY,Efectivo
175710,2026-05-07,70,1137,1,,Presencial,Efectivo
20957,2026-01-14,116,1189,5,163.94,Web,Tarjeta
139080,2025-12-09,80,1572,5,66.65,Presencial,Billetera
155417,2026-03-01,62,1729,1,13.57,Presencial,Tarjeta
33029,2026-07-20,43,1784,2,10.72,Presencial,Efectivo
3629,2026-07-03,85,1655,2,29.63,Presencial,Tarjeta
54012,2026-04-23,90,1776,5,55.49,Presencial,Tarjeta
86005,2026-03-03,69,1081,1,27.83,Presencial,Tarjeta
195344,2025-12-13,40,1419,2,116.54,Presencial,Tarjeta
165579,2025-09-28,119,1004,4,41.69,Presencial,Tarjeta
14142,2026-08-20,56,1172,4,65.76,Presencial,Efectivo
2409,2025-10-14,11,1713,1,,Presencial,Tarjeta
92857,2025-12-12,62,1417,4,79.02,Presencial,Efectivo
13996,2025-09-24,66,1638,2,24.42,Presencial,Efectivo
195364,2026-03-12,66,1409,4,331.27,Presencial,Tarjeta
81878,2026-05-19,117,1230,6,,Presencial,Efectivo
112872,2025-10-28,19,1530,5,79.95,Delivery,Efectivo
123137,2026-06-29,21,1459,6,72.81,Delivery,Tarjeta
1603,2025-11-22,66,1509,1,30.67,Presencial,Tarjeta
33708,2025-10-20,31,1359,1,6.98,Presencial,Tarjeta
179365,2026-01-29,76,1247,5,183.12,Presencial,Efectivo
51008,2026-06-11,105,1220,5,120.13,Presencial,Billetera
162026,2026-08-09,51,1615,2,191.82,Web,Tarjeta
186793,2026-06-02,79,1495,5,254.80, Presencial ,Tarjeta
6397,2026-05-12,117,1358,2,50.08,Presencial,Efectivo
195496,2026-06-25,38,1057,6,245.58,Presencial,Tarjeta
158519,2026-02-12,20,1298,6,33.73, Presencial ,Billetera
11899,2026-05-21,33,1509,1,30.84,Presencial,Billetera
147463,2026-04-11,30,1612,5,174.93,Presencial,Efectivo
38361,2026-05-22,91,1045,1,108.56,Web,Tarjeta
26542,2025-10-03,55,1641,6,128.02,Presencial,Tarjeta
186188,2026-08-25,95,1688,4,10.38,Presencial,Tarjeta
105787,2026-08-09,94,1390,4,42.75,Presencial,Billetera
123471,2026-04-25,74,1698,3,62.43,Presencial,Billetera
105340,2026-06-18,85,1157,5,189.32,Presencial,Billetera
144673,2026-06-08,53,1296,7,116.22,Presencial,Billetera
81683,2025-09-10,82,1427,3,98.81,Delivery,Efectivo
43066,2025-12-28,34,1087,3,27.59,Web,Tarjeta
88063,2026-05-26,120,1566,4,358.03,Presencial,Tarjeta
93818,2026-07-19,83,1072,3,42.15,Presencial,Tarjeta
112849,2026-03-18,27,1742,5,179.01,Presencial,Tarjeta
99690,2026-06-04,12,1321,5,32.15,Delivery,Tarjeta
521,2025-11-10,36,1021,4,81.58,Presencial,Tarjeta
119288,2026-03-20,34,1223,3,35.92,Presencial,Billetera
145618,2025-09-12,105,1744,6,53.57,Delivery,Efectivo
43981,2025-10-25,106,1235,5,63.82,Presencial,Tarjeta
123132,2026-07-02,45,1230,6,515.19,Delivery,Billetera
124530,2026-07-27,68,1761,5,47.14,Presencial,Efectivo
19661,2026-03-30,72,1596,5,143.30,Web,Tarjeta
130154,2026-02-27,55,1537,5,142.21,Presencial,Efectivo
104095,2025-10-29,57,1555,1,19.22,Presencial,Efectivo
